Geschlecht;Groesse;Alter;Gewicht;Betaetigung;Einordnung
m;171;54;110;keinSport;Uebergewicht
m;184;48;77;keinSport;Untergewicht
m;172;67;178;Ausdauersport;Uebergewicht
w;163;63;84;Kraftsport;Normalgewicht
m;185;43;140;keinSport;Uebergewicht
m;155;61;90;keinSport;Uebergewicht
m;177;54;94;keinSport;Uebergewicht
m;186;50;68;Kraftsport;Untergewicht
m;186;63;67;Ausdauersport;Normalgewicht
m;176;50;93;Kraftsport;Uebergewicht
m;184;48;104;keinSport;Uebergewicht
m;182;35;95;keinSport;Uebergewicht
w;166;48;90;Ausdauersport;Uebergewicht
w;165;30;53;keinSport;Untergewicht
m;173;77;86;keinSport;Normalgewicht
w;173;44;105;keinSport;Uebergewicht
m;180;64;54;Ausdauersport;Untergewicht
w;173;81;108;keinSport;Uebergewicht
m;179;45;87;keinSport;Normalgewicht
m;179;62;160;Ausdauersport;Uebergewicht
w;164;40;99;keinSport;Uebergewicht
m;177;24;86;keinSport;Uebergewicht
w;169;54;129;Ausdauersport;Uebergewicht
w;159;53;60;keinSport;Normalgewicht
m;185;37;87;Kraftsport;Normalgewicht
w;156;31;51;Ausdauersport;Normalgewicht
m;175;31;64;Ausdauersport;Untergewicht
w;190;51;99;keinSport;Uebergewicht
m;179;49;159;Ausdauersport;Uebergewicht
w;162;45;91;keinSport;Uebergewicht
m;182;59;153;keinSport;Uebergewicht
m;170;42;99;Kraftsport;Uebergewicht
w;169;18;75;Ausdauersport;Normalgewicht
m;171;42;81;Kraftsport;Normalgewicht
m;179;59;168;keinSport;Uebergewicht
m;175;77;76;keinSport;Untergewicht
m;183;36;113;Kraftsport;Uebergewicht
w;160;50;72;keinSport;Uebergewicht
m;175;37;77;Kraftsport;Normalgewicht
m;183;61;109;keinSport;Uebergewicht
m;183;34;99;Kraftsport;Normalgewicht
w;156;28;58;keinSport;Normalgewicht
m;182;41;98;keinSport;Uebergewicht
m;178;41;156;Kraftsport;Uebergewicht
m;183;73;114;keinSport;Uebergewicht
w;179;19;83;Ausdauersport;Normalgewicht
m;167;52;98;keinSport;Uebergewicht
w;159;67;52;Kraftsport;Normalgewicht
m;209;29;77;keinSport;Untergewicht
w;169;34;84;keinSport;Uebergewicht
w;178;43;124;Kraftsport;Uebergewicht
m;172;62;88;Ausdauersport;Normalgewicht
m;178;30;83;Ausdauersport;Normalgewicht
w;172;49;90;keinSport;Uebergewicht
w;161;60;114;Kraftsport;Uebergewicht
m;173;52;117;Ausdauersport;Uebergewicht
m;178;20;64;Kraftsport;Normalgewicht
w;163;51;88;keinSport;Uebergewicht
m;193;55;109;keinSport;Uebergewicht
w;169;56;73;keinSport;Normalgewicht
w;163;51;71;Kraftsport;Normalgewicht
w;159;40;100;keinSport;Uebergewicht
m;160;31;64;Kraftsport;Normalgewicht
w;172;63;100;Ausdauersport;Uebergewicht
w;166;79;79;keinSport;Normalgewicht
w;166;61;102;keinSport;Uebergewicht
m;171;56;91;keinSport;Uebergewicht
w;162;55;68;keinSport;Normalgewicht
w;167;54;75;keinSport;Uebergewicht
m;183;41;100;keinSport;Uebergewicht
m;183;62;62;keinSport;Untergewicht
w;168;47;160;Kraftsport;Uebergewicht
w;160;53;86;keinSport;Uebergewicht
w;165;29;100;keinSport;Uebergewicht
w;175;60;85;Ausdauersport;Normalgewicht
m;171;28;78;Ausdauersport;Normalgewicht
m;177;58;68;keinSport;Untergewicht
w;158;45;99;keinSport;Uebergewicht
m;166;32;95;Kraftsport;Uebergewicht
m;173;72;96;keinSport;Uebergewicht
w;161;30;68;Kraftsport;Uebergewicht
m;171;59;94;keinSport;Uebergewicht
m;174;41;82;Ausdauersport;Normalgewicht
m;187;42;76;keinSport;Untergewicht
w;172;61;87;Kraftsport;Normalgewicht
w;164;84;70;keinSport;Normalgewicht
m;181;29;94;keinSport;Uebergewicht
w;162;48;94;keinSport;Uebergewicht
w;158;36;58;Ausdauersport;Normalgewicht
w;159;46;89;Kraftsport;Uebergewicht
m;182;48;85;keinSport;Normalgewicht
w;172;48;82;keinSport;Uebergewicht
m;178;60;135;keinSport;Uebergewicht
m;168;44;94;keinSport;Uebergewicht
m;175;19;80;keinSport;Uebergewicht
m;173;67;104;Ausdauersport;Uebergewicht
w;169;68;99;keinSport;Uebergewicht
m;184;50;138;keinSport;Uebergewicht
m;177;29;93;keinSport;Uebergewicht
w;160;34;63;keinSport;Normalgewicht
m;172;33;98;Kraftsport;Uebergewicht
m;165;21;94;keinSport;Uebergewicht
m;178;25;98;keinSport;Uebergewicht
w;154;20;62;keinSport;Uebergewicht
m;164;29;53;keinSport;Untergewicht
w;160;47;82;Kraftsport;Normalgewicht
m;175;60;106;keinSport;Uebergewicht
m;174;31;86;keinSport;Uebergewicht
w;161;30;97;Ausdauersport;Uebergewicht
m;182;44;125;keinSport;Uebergewicht
w;170;28;74;keinSport;Uebergewicht
m;178;21;90;Ausdauersport;Normalgewicht
m;197;53;77;Kraftsport;Untergewicht
m;178;49;74;keinSport;Normalgewicht
w;157;46;48;Ausdauersport;Untergewicht
w;173;48;73;keinSport;Normalgewicht
m;193;59;154;Kraftsport;Uebergewicht
m;182;65;74;keinSport;Untergewicht
m;163;58;79;Ausdauersport;Normalgewicht
w;165;54;94;Kraftsport;Uebergewicht
m;176;31;99;Kraftsport;Uebergewicht
w;167;18;78;Ausdauersport;Normalgewicht
m;184;46;95;keinSport;Normalgewicht
m;188;42;107;Ausdauersport;Uebergewicht
m;201;20;72;Ausdauersport;Untergewicht
m;176;22;125;Ausdauersport;Uebergewicht
m;183;37;91;keinSport;Uebergewicht
m;172;36;88;Ausdauersport;Normalgewicht
m;175;39;123;Kraftsport;Uebergewicht
w;182;51;103;keinSport;Uebergewicht
w;165;52;83;keinSport;Uebergewicht
m;174;19;152;keinSport;Uebergewicht
m;177;21;110;keinSport;Uebergewicht
w;164;74;57;Ausdauersport;Untergewicht
m;167;18;84;keinSport;Uebergewicht
m;170;23;76;keinSport;Uebergewicht
w;169;74;55;keinSport;Untergewicht
w;162;76;81;keinSport;Uebergewicht
w;172;51;111;Kraftsport;Uebergewicht
w;156;62;98;keinSport;Uebergewicht
m;170;51;73;Kraftsport;Normalgewicht
m;182;34;110;keinSport;Uebergewicht
m;180;43;128;Ausdauersport;Uebergewicht
w;166;50;148;keinSport;Uebergewicht
m;179;80;84;Ausdauersport;Normalgewicht
m;175;40;95;keinSport;Uebergewicht
m;168;52;111;keinSport;Uebergewicht
w;166;30;54;keinSport;Untergewicht
m;183;67;59;keinSport;Untergewicht
m;174;26;150;keinSport;Uebergewicht
m;176;73;176;keinSport;Uebergewicht
m;166;84;154;keinSport;Uebergewicht
w;170;73;87;Ausdauersport;Uebergewicht
m;193;54;123;keinSport;Uebergewicht
m;183;76;113;keinSport;Uebergewicht
m;164;45;64;Ausdauersport;Normalgewicht
w;160;44;57;keinSport;Normalgewicht
w;174;21;68;keinSport;Normalgewicht
m;170;43;69;keinSport;Normalgewicht
m;178;28;143;Kraftsport;Uebergewicht
m;186;56;107;keinSport;Uebergewicht
m;172;51;99;keinSport;Uebergewicht
w;160;20;95;keinSport;Uebergewicht
w;164;55;80;keinSport;Uebergewicht
m;186;76;126;Kraftsport;Uebergewicht
m;180;48;107;keinSport;Uebergewicht
w;172;53;164;keinSport;Uebergewicht
w;164;51;63;keinSport;Normalgewicht
m;183;37;96;Kraftsport;Normalgewicht
m;166;66;167;keinSport;Uebergewicht
m;175;58;82;Ausdauersport;Normalgewicht
m;173;45;94;Kraftsport;Uebergewicht
w;168;48;104;keinSport;Uebergewicht
w;174;66;79;keinSport;Normalgewicht
w;156;57;131;keinSport;Uebergewicht
w;164;38;99;keinSport;Uebergewicht
m;177;68;116;Kraftsport;Uebergewicht
m;180;44;97;keinSport;Uebergewicht
w;166;57;156;keinSport;Uebergewicht
w;169;33;81;Ausdauersport;Normalgewicht
m;180;32;99;Ausdauersport;Uebergewicht
w;164;48;85;keinSport;Uebergewicht
w;155;33;63;keinSport;Uebergewicht
w;155;49;94;Kraftsport;Uebergewicht
m;171;51;95;keinSport;Uebergewicht
w;168;72;104;keinSport;Uebergewicht
m;186;34;79;keinSport;Normalgewicht
m;176;74;92;Ausdauersport;Normalgewicht
w;185;54;63;Ausdauersport;Normalgewicht
w;160;60;75;keinSport;Uebergewicht
w;156;80;67;keinSport;Normalgewicht
m;163;56;115;keinSport;Uebergewicht
w;163;47;104;keinSport;Uebergewicht
m;188;59;142;Kraftsport;Uebergewicht
w;172;46;93;keinSport;Uebergewicht
m;169;50;128;keinSport;Uebergewicht
w;172;41;54;Ausdauersport;Untergewicht
m;176;46;109;keinSport;Uebergewicht
w;170;43;90;Ausdauersport;Uebergewicht
w;158;57;129;Ausdauersport;Uebergewicht
w;174;50;130;keinSport;Uebergewicht
m;189;55;79;keinSport;Untergewicht
w;159;28;89;keinSport;Uebergewicht
m;166;83;85;keinSport;Uebergewicht
m;181;28;88;Ausdauersport;Normalgewicht
m;179;69;113;keinSport;Uebergewicht
w;173;41;123;keinSport;Uebergewicht
m;176;57;94;keinSport;Uebergewicht
m;178;66;93;Ausdauersport;Normalgewicht
w;173;56;98;keinSport;Uebergewicht
m;165;48;123;keinSport;Uebergewicht
w;165;31;74;Ausdauersport;Normalgewicht
m;177;38;73;keinSport;Normalgewicht
m;184;53;84;Ausdauersport;Normalgewicht
m;173;74;88;Kraftsport;Normalgewicht
m;168;55;78;keinSport;Normalgewicht
w;176;50;165;keinSport;Uebergewicht
w;172;60;94;keinSport;Uebergewicht
m;176;72;113;Ausdauersport;Uebergewicht
m;181;41;116;keinSport;Uebergewicht
w;170;32;73;keinSport;Uebergewicht
w;166;19;65;Kraftsport;Normalgewicht
m;166;55;84;keinSport;Uebergewicht
w;157;57;92;keinSport;Uebergewicht
m;178;34;63;keinSport;Untergewicht
w;170;61;83;keinSport;Uebergewicht
w;166;46;141;keinSport;Uebergewicht
w;169;47;102;keinSport;Uebergewicht
w;167;50;76;Ausdauersport;Normalgewicht
w;164;19;69;keinSport;Uebergewicht
m;183;18;97;keinSport;Uebergewicht
m;164;49;100;Ausdauersport;Uebergewicht
m;170;49;66;Kraftsport;Untergewicht
w;167;46;74;keinSport;Normalgewicht
w;158;36;78;Ausdauersport;Uebergewicht
w;164;20;137;Ausdauersport;Uebergewicht
w;166;73;109;keinSport;Uebergewicht
w;171;67;95;Ausdauersport;Uebergewicht
m;186;54;96;Ausdauersport;Normalgewicht
m;188;39;106;Ausdauersport;Uebergewicht
m;166;40;64;Kraftsport;Normalgewicht
m;176;66;95;Ausdauersport;Uebergewicht
w;164;62;87;keinSport;Uebergewicht
m;186;56;127;keinSport;Uebergewicht
m;174;26;83;keinSport;Uebergewicht
m;181;59;90;keinSport;Normalgewicht
w;158;55;59;keinSport;Normalgewicht
w;162;52;92;keinSport;Uebergewicht
m;176;79;167;keinSport;Uebergewicht
m;183;35;83;Kraftsport;Normalgewicht
m;171;43;63;Ausdauersport;Normalgewicht
m;172;50;71;Ausdauersport;Normalgewicht
m;167;65;86;Ausdauersport;Uebergewicht
w;168;71;97;keinSport;Uebergewicht
m;160;49;80;Ausdauersport;Uebergewicht
m;178;52;94;keinSport;Uebergewicht
m;163;43;94;keinSport;Uebergewicht
m;174;30;108;keinSport;Uebergewicht
m;178;21;76;Kraftsport;Normalgewicht
w;173;24;88;Ausdauersport;Uebergewicht
w;160;51;89;keinSport;Uebergewicht
m;174;49;63;keinSport;Untergewicht
w;160;49;99;Ausdauersport;Uebergewicht
w;162;77;85;keinSport;Uebergewicht
m;175;79;62;keinSport;Untergewicht
m;159;74;84;Kraftsport;Uebergewicht
w;170;29;70;keinSport;Normalgewicht
m;177;21;134;keinSport;Uebergewicht
w;167;49;103;keinSport;Uebergewicht
w;162;43;84;keinSport;Uebergewicht
m;176;43;51;keinSport;Untergewicht
m;173;69;133;Kraftsport;Uebergewicht
m;181;31;94;keinSport;Uebergewicht
w;170;28;150;keinSport;Uebergewicht
w;169;26;79;keinSport;Uebergewicht
m;181;55;100;keinSport;Uebergewicht
w;167;50;58;Ausdauersport;Normalgewicht
m;168;61;85;keinSport;Uebergewicht
w;159;52;67;keinSport;Normalgewicht
w;167;44;86;Kraftsport;Normalgewicht
m;173;43;76;keinSport;Normalgewicht
m;179;59;118;Ausdauersport;Uebergewicht
m;175;75;74;Ausdauersport;Untergewicht
m;161;47;78;keinSport;Uebergewicht
w;162;51;94;keinSport;Uebergewicht
w;156;25;83;Kraftsport;Uebergewicht
w;164;53;73;keinSport;Uebergewicht
m;184;66;86;Kraftsport;Normalgewicht
m;186;42;83;Ausdauersport;Normalgewicht
w;161;32;112;Kraftsport;Uebergewicht
w;157;33;80;Kraftsport;Normalgewicht
w;169;28;144;keinSport;Uebergewicht
m;178;38;70;Ausdauersport;Normalgewicht
w;158;57;91;Ausdauersport;Uebergewicht
w;160;56;78;keinSport;Uebergewicht
m;174;32;99;Kraftsport;Uebergewicht
m;171;36;92;Ausdauersport;Uebergewicht
w;158;47;69;Kraftsport;Normalgewicht
m;176;49;136;keinSport;Uebergewicht
m;184;24;87;keinSport;Uebergewicht
w;162;30;77;keinSport;Uebergewicht
w;163;55;80;Ausdauersport;Normalgewicht
w;164;45;132;Kraftsport;Uebergewicht
w;172;62;103;Ausdauersport;Uebergewicht
m;176;67;169;keinSport;Uebergewicht
m;186;56;70;keinSport;Untergewicht
m;160;48;96;Kraftsport;Uebergewicht
w;154;37;67;Kraftsport;Normalgewicht
w;172;61;103;Kraftsport;Uebergewicht
w;160;61;60;keinSport;Normalgewicht
m;185;55;126;keinSport;Uebergewicht
m;183;23;82;Kraftsport;Normalgewicht
w;156;54;71;keinSport;Uebergewicht
w;157;55;89;Kraftsport;Uebergewicht
m;183;49;81;keinSport;Normalgewicht
w;163;76;146;keinSport;Uebergewicht
m;177;27;66;keinSport;Normalgewicht
w;166;99;67;Ausdauersport;Normalgewicht
m;183;50;91;keinSport;Normalgewicht
m;169;51;97;Ausdauersport;Uebergewicht
m;183;52;64;keinSport;Untergewicht
w;156;42;73;Ausdauersport;Normalgewicht
m;187;33;86;keinSport;Normalgewicht
m;169;20;110;Kraftsport;Uebergewicht
w;170;33;60;Ausdauersport;Normalgewicht
m;169;65;85;Ausdauersport;Normalgewicht
w;168;39;108;keinSport;Uebergewicht
w;162;40;115;keinSport;Uebergewicht
m;174;27;103;keinSport;Uebergewicht
w;171;57;93;keinSport;Uebergewicht
w;168;78;96;keinSport;Uebergewicht
w;155;40;109;keinSport;Uebergewicht
w;161;78;85;keinSport;Uebergewicht
m;166;55;99;Kraftsport;Uebergewicht
w;165;55;89;keinSport;Uebergewicht
m;190;62;119;keinSport;Uebergewicht
w;168;53;80;keinSport;Uebergewicht
w;161;80;83;Kraftsport;Normalgewicht
w;157;46;87;Kraftsport;Uebergewicht
m;174;48;108;keinSport;Uebergewicht
w;157;25;50;keinSport;Normalgewicht
w;171;68;73;keinSport;Normalgewicht
w;161;46;143;keinSport;Uebergewicht
m;170;35;75;keinSport;Normalgewicht
m;170;61;105;keinSport;Uebergewicht
m;176;64;108;keinSport;Uebergewicht
w;166;46;83;keinSport;Uebergewicht
w;171;33;80;keinSport;Uebergewicht
w;166;58;108;Kraftsport;Uebergewicht
w;156;52;85;Kraftsport;Uebergewicht
w;157;79;103;keinSport;Uebergewicht
m;187;38;62;keinSport;Untergewicht
w;179;58;90;keinSport;Uebergewicht
m;172;40;81;Ausdauersport;Normalgewicht
m;173;42;110;Ausdauersport;Uebergewicht
m;180;49;110;Kraftsport;Uebergewicht
m;172;31;148;Kraftsport;Uebergewicht
w;164;49;85;keinSport;Uebergewicht
w;183;27;77;keinSport;Normalgewicht
m;163;28;69;keinSport;Uebergewicht
w;164;62;108;keinSport;Uebergewicht
m;185;30;111;keinSport;Uebergewicht
w;162;20;81;Kraftsport;Normalgewicht
m;179;46;82;keinSport;Normalgewicht
m;184;63;118;keinSport;Uebergewicht
w;165;37;129;keinSport;Uebergewicht
w;163;77;92;Kraftsport;Uebergewicht
w;168;51;90;Kraftsport;Normalgewicht
m;187;62;86;Ausdauersport;Normalgewicht
m;180;47;109;Kraftsport;Uebergewicht
w;166;18;57;keinSport;Normalgewicht
w;159;31;48;keinSport;Untergewicht
w;159;59;82;keinSport;Uebergewicht
m;171;57;64;Ausdauersport;Untergewicht
m;174;77;55;Kraftsport;Untergewicht
m;170;49;96;keinSport;Uebergewicht
m;178;50;98;keinSport;Uebergewicht
m;184;57;110;keinSport;Uebergewicht
m;177;58;84;keinSport;Normalgewicht
m;172;25;104;keinSport;Uebergewicht
w;169;54;60;Kraftsport;Untergewicht
m;162;57;94;keinSport;Uebergewicht
w;154;48;103;keinSport;Uebergewicht
m;178;52;69;keinSport;Untergewicht
w;180;85;76;keinSport;Untergewicht
m;185;32;65;Ausdauersport;Untergewicht
m;170;79;108;Ausdauersport;Uebergewicht
w;168;33;103;Kraftsport;Uebergewicht
m;179;47;90;keinSport;Normalgewicht
m;167;55;100;keinSport;Uebergewicht
w;175;37;81;keinSport;Uebergewicht
w;164;57;73;Ausdauersport;Normalgewicht
m;174;26;105;Kraftsport;Uebergewicht
w;158;33;66;keinSport;Uebergewicht
w;166;74;108;Kraftsport;Uebergewicht
w;171;45;61;Kraftsport;Normalgewicht
m;174;58;64;keinSport;Untergewicht
m;180;63;92;Ausdauersport;Normalgewicht
w;170;37;94;keinSport;Uebergewicht
w;187;65;66;Ausdauersport;Untergewicht
w;160;43;72;Kraftsport;Normalgewicht
w;153;81;67;keinSport;Normalgewicht
w;165;26;73;Kraftsport;Normalgewicht
w;176;55;87;keinSport;Uebergewicht
w;174;52;142;keinSport;Uebergewicht
m;175;38;60;keinSport;Untergewicht
m;191;29;91;Kraftsport;Normalgewicht
m;179;66;117;Ausdauersport;Uebergewicht
w;166;44;78;keinSport;Uebergewicht
w;168;37;64;keinSport;Normalgewicht
m;172;81;101;keinSport;Uebergewicht
m;167;52;97;keinSport;Uebergewicht
m;182;47;99;keinSport;Uebergewicht
m;167;83;93;keinSport;Uebergewicht
w;166;82;71;Kraftsport;Normalgewicht
w;172;64;142;Kraftsport;Uebergewicht
w;166;60;87;keinSport;Uebergewicht
w;161;20;58;Ausdauersport;Normalgewicht
w;157;36;92;Kraftsport;Uebergewicht
w;165;48;73;keinSport;Normalgewicht
m;174;54;80;Ausdauersport;Normalgewicht
m;170;59;115;Kraftsport;Uebergewicht
w;193;43;114;Ausdauersport;Uebergewicht
w;156;56;123;keinSport;Uebergewicht
m;179;61;73;keinSport;Untergewicht
w;157;29;95;keinSport;Uebergewicht
m;177;48;124;keinSport;Uebergewicht
w;163;75;76;keinSport;Normalgewicht
w;173;53;70;Kraftsport;Normalgewicht
w;168;42;107;keinSport;Uebergewicht
w;153;52;58;keinSport;Normalgewicht
m;176;38;88;keinSport;Uebergewicht
m;172;61;111;Ausdauersport;Uebergewicht
w;186;52;98;Kraftsport;Normalgewicht
w;163;79;73;keinSport;Normalgewicht
m;184;46;71;keinSport;Untergewicht
w;179;35;74;keinSport;Normalgewicht
m;185;46;82;keinSport;Normalgewicht
m;185;48;137;keinSport;Uebergewicht
w;163;59;126;Ausdauersport;Uebergewicht
w;171;40;46;Kraftsport;Untergewicht
w;152;47;74;keinSport;Uebergewicht
w;163;26;57;keinSport;Normalgewicht
m;187;23;99;Kraftsport;Normalgewicht
w;168;49;70;Ausdauersport;Normalgewicht
m;175;45;57;Ausdauersport;Normalgewicht
m;168;62;68;keinSport;Untergewicht
w;162;63;124;keinSport;Uebergewicht
m;182;52;94;Kraftsport;Uebergewicht
m;183;35;91;Kraftsport;Normalgewicht
w;156;47;85;Kraftsport;Uebergewicht
m;175;51;65;Ausdauersport;Untergewicht
w;167;67;76;keinSport;Normalgewicht
m;176;38;80;keinSport;Normalgewicht
w;168;57;96;Kraftsport;Uebergewicht
m;167;44;83;keinSport;Uebergewicht
w;167;37;64;keinSport;Normalgewicht
w;166;48;86;Ausdauersport;Uebergewicht
m;166;42;63;keinSport;Normalgewicht
m;170;68;110;keinSport;Uebergewicht
m;175;67;118;Kraftsport;Uebergewicht
m;172;71;168;Ausdauersport;Uebergewicht
m;176;62;164;keinSport;Uebergewicht
m;176;34;144;keinSport;Uebergewicht
m;177;31;64;Ausdauersport;Normalgewicht
w;163;72;92;keinSport;Uebergewicht
m;175;42;72;keinSport;Normalgewicht
m;193;35;124;keinSport;Uebergewicht
w;158;58;74;keinSport;Uebergewicht
w;163;54;84;keinSport;Uebergewicht
w;176;35;61;Ausdauersport;Untergewicht
m;182;76;157;Ausdauersport;Uebergewicht
w;165;55;73;keinSport;Normalgewicht
m;173;91;106;keinSport;Uebergewicht
w;167;25;83;Ausdauersport;Normalgewicht
m;173;48;88;keinSport;Uebergewicht
w;168;88;94;Kraftsport;Uebergewicht
m;174;46;91;keinSport;Uebergewicht
w;162;55;121;Kraftsport;Uebergewicht
w;158;44;98;keinSport;Uebergewicht
w;166;66;67;keinSport;Untergewicht
m;175;44;162;keinSport;Uebergewicht
w;156;36;79;keinSport;Uebergewicht
m;182;50;102;Kraftsport;Normalgewicht
w;176;58;104;keinSport;Uebergewicht
w;167;60;60;Ausdauersport;Normalgewicht
w;156;50;91;Kraftsport;Uebergewicht
w;156;46;77;keinSport;Uebergewicht
w;160;29;88;keinSport;Uebergewicht
m;186;52;113;keinSport;Uebergewicht
w;160;18;70;Ausdauersport;Normalgewicht
w;159;23;74;Ausdauersport;Uebergewicht
w;158;21;78;keinSport;Uebergewicht
m;177;43;101;keinSport;Uebergewicht
w;167;66;111;keinSport;Uebergewicht
m;171;19;92;keinSport;Uebergewicht
m;178;41;113;keinSport;Uebergewicht
w;164;53;82;keinSport;Uebergewicht
w;161;38;68;keinSport;Uebergewicht
m;175;61;162;keinSport;Uebergewicht
w;159;21;69;keinSport;Uebergewicht
m;175;74;136;keinSport;Uebergewicht
w;169;50;73;keinSport;Normalgewicht
w;173;44;107;keinSport;Uebergewicht
w;156;62;111;Kraftsport;Uebergewicht
m;197;23;74;keinSport;Untergewicht
w;165;78;86;Kraftsport;Normalgewicht
m;179;75;117;Kraftsport;Uebergewicht
w;169;57;64;Kraftsport;Untergewicht
w;170;46;102;keinSport;Uebergewicht
m;179;53;98;keinSport;Uebergewicht
m;176;46;80;Ausdauersport;Normalgewicht
w;173;46;117;Kraftsport;Uebergewicht
w;157;21;107;keinSport;Uebergewicht
w;164;45;58;keinSport;Untergewicht
w;164;59;130;Kraftsport;Uebergewicht
m;178;31;70;Ausdauersport;Normalgewicht
w;164;39;55;Kraftsport;Untergewicht
w;170;48;77;keinSport;Normalgewicht
w;169;38;95;Kraftsport;Uebergewicht
m;166;76;65;keinSport;Untergewicht
m;190;46;136;Kraftsport;Uebergewicht
w;156;60;59;Ausdauersport;Normalgewicht
w;166;52;62;Kraftsport;Normalgewicht
m;166;54;73;keinSport;Normalgewicht
w;162;38;78;Ausdauersport;Normalgewicht
w;161;73;97;Kraftsport;Uebergewicht
m;192;75;175;Kraftsport;Uebergewicht
m;185;57;103;keinSport;Uebergewicht
m;205;55;105;keinSport;Normalgewicht
w;174;22;89;keinSport;Uebergewicht
w;178;72;163;keinSport;Uebergewicht
m;176;35;63;Ausdauersport;Normalgewicht
m;163;77;91;keinSport;Uebergewicht
m;157;42;93;keinSport;Uebergewicht
m;174;39;81;Ausdauersport;Normalgewicht
w;168;61;147;keinSport;Uebergewicht
w;161;73;69;keinSport;Normalgewicht
w;179;42;118;keinSport;Uebergewicht
w;166;44;67;Kraftsport;Normalgewicht
m;179;46;169;Kraftsport;Uebergewicht
m;185;48;135;keinSport;Uebergewicht
m;175;57;80;Kraftsport;Normalgewicht
m;176;68;92;Kraftsport;Normalgewicht
m;180;39;93;keinSport;Uebergewicht
w;170;52;50;Ausdauersport;Normalgewicht
m;174;89;62;keinSport;Untergewicht
m;176;19;102;Kraftsport;Uebergewicht
w;158;55;62;Ausdauersport;Normalgewicht
m;184;18;81;Kraftsport;Normalgewicht
m;182;70;93;Ausdauersport;Normalgewicht
w;160;29;71;keinSport;Uebergewicht
m;175;56;64;Ausdauersport;Untergewicht
w;162;66;58;keinSport;Untergewicht
w;176;76;96;keinSport;Uebergewicht
w;163;49;68;Kraftsport;Normalgewicht
m;167;35;59;keinSport;Untergewicht
m;184;25;118;Kraftsport;Uebergewicht
w;171;18;99;keinSport;Uebergewicht
w;167;30;61;Ausdauersport;Normalgewicht
w;173;44;86;keinSport;Uebergewicht
w;163;29;86;Kraftsport;Uebergewicht
m;170;29;105;keinSport;Uebergewicht
w;163;50;57;Ausdauersport;Untergewicht
m;180;41;99;Kraftsport;Normalgewicht
m;182;63;147;keinSport;Uebergewicht
m;161;60;97;Kraftsport;Uebergewicht
m;175;70;78;keinSport;Normalgewicht
w;166;24;54;Ausdauersport;Normalgewicht
m;180;81;87;keinSport;Normalgewicht
m;178;54;98;keinSport;Uebergewicht
m;176;61;90;keinSport;Normalgewicht
w;165;52;55;keinSport;Untergewicht
w;171;56;81;keinSport;Normalgewicht
w;163;30;53;Ausdauersport;Normalgewicht
w;157;60;125;keinSport;Uebergewicht
m;177;43;75;keinSport;Normalgewicht
w;173;68;66;keinSport;Untergewicht
m;184;56;143;Kraftsport;Uebergewicht
m;188;53;98;Ausdauersport;Normalgewicht
m;173;51;101;keinSport;Uebergewicht
m;184;84;87;keinSport;Normalgewicht
m;177;50;88;keinSport;Uebergewicht
w;170;79;86;keinSport;Normalgewicht
w;154;56;72;Kraftsport;Normalgewicht
w;174;51;100;keinSport;Uebergewicht
m;185;40;92;keinSport;Normalgewicht
w;175;42;92;Ausdauersport;Normalgewicht
w;171;61;104;keinSport;Uebergewicht
m;175;63;116;Kraftsport;Uebergewicht
m;176;57;119;keinSport;Uebergewicht
w;164;48;90;Ausdauersport;Uebergewicht
m;160;51;89;Ausdauersport;Uebergewicht
m;183;88;82;Kraftsport;Untergewicht
w;157;60;81;Ausdauersport;Uebergewicht
w;175;44;154;keinSport;Uebergewicht
w;161;44;90;Kraftsport;Uebergewicht
m;177;45;112;keinSport;Uebergewicht
m;175;63;119;keinSport;Uebergewicht
w;154;61;86;keinSport;Uebergewicht
w;176;78;79;Kraftsport;Normalgewicht
m;173;32;72;keinSport;Normalgewicht
w;176;45;90;keinSport;Uebergewicht
w;183;28;78;Ausdauersport;Normalgewicht
w;157;36;86;keinSport;Uebergewicht
w;160;72;147;keinSport;Uebergewicht
m;167;25;98;Kraftsport;Uebergewicht
m;188;35;98;keinSport;Uebergewicht
m;188;24;90;keinSport;Uebergewicht
m;173;61;99;Kraftsport;Normalgewicht
m;178;30;61;Kraftsport;Untergewicht
m;176;49;52;keinSport;Untergewicht
m;175;65;81;Ausdauersport;Normalgewicht
w;166;51;104;keinSport;Uebergewicht
m;179;61;156;keinSport;Uebergewicht
w;159;54;66;Kraftsport;Normalgewicht
m;191;24;97;keinSport;Uebergewicht
w;163;53;150;keinSport;Uebergewicht
m;182;44;97;Ausdauersport;Normalgewicht
w;166;56;156;Kraftsport;Uebergewicht
m;177;60;92;keinSport;Uebergewicht
w;158;53;52;keinSport;Untergewicht
m;177;63;84;keinSport;Normalgewicht
m;182;59;172;keinSport;Uebergewicht
w;168;71;167;Ausdauersport;Uebergewicht
w;175;35;100;Kraftsport;Normalgewicht
m;186;26;78;Ausdauersport;Normalgewicht
w;163;48;104;keinSport;Uebergewicht
w;160;49;74;Ausdauersport;Normalgewicht
m;162;49;102;keinSport;Uebergewicht
m;193;40;156;keinSport;Uebergewicht
m;178;35;97;Ausdauersport;Uebergewicht
m;175;64;105;keinSport;Uebergewicht
m;176;55;97;keinSport;Uebergewicht
w;172;55;110;Kraftsport;Uebergewicht
m;179;55;86;keinSport;Normalgewicht
w;158;43;56;Kraftsport;Normalgewicht
